"spect3" "spect5" "spect6"
"chr1_71707611" 2 2 2
"chr1_71710446" 42 53 50
"chr1_71740883" 7 11 11
"chr1_71746549" 2 3 2
"chr1_71751509" 58 72 73
"chr1_71754234" 1 1 1
"chr1_71766595" 42 71 66
"chr1_71793984" 1 1 1
"chr1_71804248" 7 9 11
"chr1_71808336" 20 26 28
"chr1_71823625" 20 30 26
"chr1_71827175" 19 24 26
"chr1_71830596" 2 3 3
"chr1_71844643" 7 8 9
"chr1_71847785" 1 1 2
"chr1_71850384" 2 2 2
"chr1_71854854" 9 12 11
"chr1_71857144" 19 29 29
"chr1_71858878" 31 38 32
"chr1_71902000" 1 1 1
"chr1_71906279" 4 5 4
"chr1_71932606" 4 6 12
"chr1_71936510" 2 3 5
"chr1_71942815" 1 1 3
"chr1_71983412" 1 1 3
"chr1_71987035" 3 5 3
"chr1_71989986" 1 1 2
"chr1_71991805" 6 9 9
"chr1_71993982" 8 11 11
"chr1_71999040" 4 5 4
"chr1_72015957" 1 2 2
"chr1_72018028" 7 10 10
"chr1_72043574" 4 6 8
"chr1_72078674" 9 14 17
"chr1_72085867" 1 1 3
"chr1_72090049" 9 17 13
"chr1_72109205" 28 35 34
"chr1_72112107" 17 22 19
"chr1_72116428" 1 1 4
"chr1_72126964" 5 7 6
"chr1_72152158" 2 3 5
"chr1_72161084" 2 3 3
"chr1_72216522" 36 45 41
"chr1_72222791" 1 1 3
"chr1_72225723" 41 52 52
"chr1_72250623" 3 4 4
"chr1_72253558" 1 1 1
"chr1_72261403" 8 11 14
"chr1_72299364" 15 23 24
"chr1_72312830" 5 6 5
"chr1_72322508" 4 5 5
"chr1_72333880" 3 5 4
"chr1_72346205" 1 1 1
"chr1_72355842" 5 6 5
"chr1_72381781" 1 1 5
"chr1_72383950" 2 3 2
"chr1_72385972" 2 2 3
"chr1_72390098" 3 4 3
"chr1_72393510" 4 5 6
"chr1_72399511" 1 2 3
"chr1_72401750" 30 45 47
"chr1_72425439" 2 2 2
"chr1_72431166" 2 3 3
"chr1_72433099" 1 1 1
"chr1_72438232" 5 6 6
"chr1_72451914" 21 29 29
"chr1_72512377" 24 33 44
"chr1_72554281" 4 5 4
"chr1_72557688" 2 3 2
"chr1_72563325" 34 51 49
"chr1_72574554" 1 1 1
"chr1_72588890" 2 2 2
"chr1_72590946" 4 5 6
"chr1_72593522" 1 1 2
"chr1_72596188" 6 7 8
"chr1_72598771" 2 2 2
"chr1_72604426" 36 46 49
"chr1_72619410" 7 9 11
"chr1_72626662" 28 45 49
"chr1_72628879" 7 8 7
"chr1_72632013" 2 4 3
"chr1_72665215" 26 41 37
"chr1_72667936" 3 4 4
"chr1_72672307" 22 30 33
"chr1_72678483" 1 1 1
"chr1_72687263" 23 40 38
"chr1_72747127" 2 3 2
"chr1_72782697" 1 1 1
"chr1_72820099" 53 59 59
"chr1_72824304" 5 6 5
"chr1_72828688" 29 35 33
"chr1_72835930" 1 1 2
"chr1_72842397" 1 1 1
"chr1_72849189" 4 4 4
"chr1_72860000" 33 43 42
"chr1_72862973" 2 2 4
"chr1_72868529" 1 1 3
"chr1_72892244" 2 4 6
"chr1_72897865" 1 1 1
"chr1_72904104" 4 5 5
"chr1_72907137" 1 1 2
"chr1_72912524" 1 1 2
"chr1_72946213" 4 5 5
"chr1_72952903" 4 5 5
"chr1_72958671" 1 1 1
"chr1_72967544" 1 1 1
"chr1_72971721" 1 1 1
"chr1_72974566" 1 1 1
"chr1_72977710" 2 3 3
"chr1_72996963" 3 4 3
"chr1_72999298" 33 49 50
"chr1_73040255" 1 1 1
"chr1_73093071" 3 4 6
"chr1_73095802" 1 1 1
"chr1_73099919" 3 4 4
"chr1_73102456" 32 41 36
"chr1_73107791" 1 1 3
"chr1_73109896" 36 45 49
"chr1_73114616" 4 5 5
"chr1_73125401" 27 35 33
"chr1_73127501" 36 46 48
"chr1_73145843" 30 38 38
"chr1_73154416" 1 1 2
"chr1_73158670" 1 1 1
"chr1_73166184" 1 1 2
"chr1_73183855" 34 42 44
"chr1_73189480" 8 9 10
"chr1_73191736" 7 9 8
"chr1_73218338" 6 7 6
"chr1_73232206" 6 8 7
"chr1_73241757" 36 43 43
"chr1_73249016" 1 1 1
"chr1_73250795" 1 1 2
"chr1_73328176" 5 7 5
"chr1_73337132" 32 61 60
"chr1_73340080" 1 1 3
"chr1_73342464" 40 50 53
"chr1_73344713" 27 32 29
"chr1_73347062" 7 8 7
"chr1_73349712" 1 1 1
"chr1_73355217" 2 2 2
"chr1_73358979" 1 1 4
"chr1_73362554" 8 11 11
"chr1_73365496" 3 6 4
"chr1_73373624" 3 4 3
"chr1_73379080" 1 1 2
"chr1_73409487" 5 8 7
"chr1_73427790" 2 2 2
"chr1_73440062" 7 9 8
"chr1_73443255" 23 31 27
"chr1_73445376" 5 7 7
"chr1_73450289" 1 1 1
"chr1_73454724" 1 1 3
"chr1_73474418" 28 40 41
"chr1_73477982" 2 3 2
"chr1_73494946" 1 1 2
"chr1_73517836" 2 2 2
"chr1_73544123" 33 41 40
"chr1_73546248" 1 1 1
"chr1_73550984" 2 2 2
"chr1_73552715" 32 40 41
"chr1_73554635" 4 5 6
"chr1_73559449" 4 5 4
"chr1_73561782" 1 1 1
"chr1_73563855" 32 41 39
"chr1_73577286" 3 4 3
"chr1_73580161" 28 40 45
"chr1_73586486" 8 12 16
"chr1_73591800" 1 1 2
"chr1_73593557" 41 59 63
"chr1_73595511" 28 34 34
"chr1_73604811" 1 1 4
"chr1_73610760" 18 23 21
"chr1_73613792" 2 2 2
"chr1_73621522" 6 8 10
"chr1_73624026" 17 25 23
"chr1_73626282" 1 1 4
"chr1_73641277" 1 1 1
"chr1_73645548" 34 40 41
"chr1_73648056" 4 5 4
"chr1_73654555" 5 6 5
"chr1_73673006" 32 37 37
"chr1_73677795" 1 1 3
"chr1_73693462" 40 49 46
"chr1_73697584" 1 2 5
"chr1_73700218" 29 33 29
"chr1_73706744" 27 36 37
"chr1_73739922" 5 6 7
"chr1_73741870" 21 31 26
"chr1_73748164" 1 1 2
"chr1_73752099" 1 1 2
"chr1_73753982" 2 2 2
"chr1_73761860" 5 6 6
"chr1_73792066" 1 1 1
"chr1_73794060" 6 7 6
"chr1_73808693" 41 59 57
"chr1_73816365" 31 38 37
"chr1_73818292" 4 5 5
"chr1_73819998" 5 7 7
"chr1_73848222" 2 2 2
"chr1_73876280" 30 39 43
"chr1_73880352" 39 47 49
"chr1_73891608" 2 4 7
"chr1_73906154" 5 7 8
"chr1_73930636" 6 8 9
"chr1_73936187" 4 6 4
"chr1_73947522" 1 1 1
"chr1_73951981" 5 6 5
"chr1_73958452" 2 2 2
"chr1_73961302" 34 39 37
"chr1_73970747" 1 1 1
"chr1_73979680" 3 4 5
"chr1_74006202" 5 6 6
"chr1_74009676" 6 7 6
"chr1_74027994" 33 41 41
"chr1_74031091" 1 1 1
"chr1_74036838" 3 4 4
"chr1_74059776" 28 35 36
"chr1_74067234" 1 1 1
"chr1_74087224" 1 1 3
"chr1_74089474" 1 1 1
"chr1_74110451" 3 4 4
"chr1_74116926" 2 2 2
"chr1_74119551" 3 3 4
"chr1_74122301" 30 37 37
"chr1_74139933" 1 1 1
"chr1_74145968" 2 2 2
"chr1_74148580" 4 5 4
"chr1_74174672" 3 4 3
"chr1_74176895" 1 1 1
"chr1_74181951" 7 8 8
"chr1_74195947" 4 8 12
"chr1_74198378" 23 29 30
"chr1_74207225" 1 1 3
"chr1_74209056" 36 47 49
"chr1_74212931" 30 39 35
"chr1_74250151" 6 7 7
"chr1_74254705" 2 3 3
"chr1_74260672" 1 1 3
"chr1_74285548" 6 8 8
"chr1_74287794" 4 5 6
"chr1_74290180" 2 3 5
"chr1_74292796" 2 2 3
"chr1_74318998" 27 34 35
"chr1_74334435" 22 47 49
"chr1_74339390" 1 2 4
"chr1_74382678" 48 58 58
"chr1_74401544" 1 1 2
"chr1_74404055" 1 1 1
"chr1_74427041" 7 10 9
"chr1_74429601" 3 4 4
"chr1_74431642" 32 50 48
"chr1_74436788" 34 47 48
"chr1_74444584" 2 2 2
"chr1_74453401" 2 2 2
"chr1_74479131" 44 53 51
"chr1_74497757" 3 4 5
"chr1_74501149" 1 1 1
"chr1_74513496" 5 7 6
"chr1_74515761" 5 7 6
"chr1_74518313" 40 47 47
"chr1_74550333" 1 1 1
"chr1_74768142" 5 9 10
"chr1_74779206" 7 12 9
"chr1_74783776" 2 2 2
"chr1_74787551" 1 1 1
"chr1_74796132" 2 3 3
"chr1_74799255" 6 8 7
"chr1_74807197" 17 27 25
"chr1_74832936" 3 4 4
"chr1_74841751" 5 7 6
"chr1_74854484" 9 12 13
"chr1_74857114" 3 4 4
"chr1_74859064" 51 70 68
"chr1_74867130" 54 70 70
"chr1_74869277" 1 1 2
"chr1_74887110" 37 46 44
"chr1_74893167" 53 69 71
"chr1_74901787" 11 18 16
"chr1_74917971" 1 1 2
"chr1_74926439" 2 4 7
"chr1_74950996" 2 3 4
"chr1_74953126" 9 15 19
"chr1_74955406" 7 11 11
"chr1_74962551" 2 3 3
"chr1_74981128" 2 3 2
"chr1_74983795" 5 6 7
"chr1_74986230" 30 35 34
"chr1_74989404" 61 72 71
"chr1_74996796" 8 9 10
"chr1_75006878" 2 3 4
"chr1_75020209" 6 7 8
"chr1_75023781" 5 7 10
"chr1_75041926" 39 52 57
"chr1_75050424" 6 8 7
"chr1_75058219" 8 14 10
"chr1_75065258" 7 9 8
"chr1_75077627" 1 2 2
"chr1_75080752" 17 23 20
"chr1_75100368" 5 6 6
"chr1_75107170" 2 2 2
"chr1_75161069" 3 4 3
"chr1_75167800" 1 1 1
"chr1_75187166" 2 3 2
"chr1_75209733" 1 1 1
"chr1_75224874" 4 4 4
"chr1_75230494" 2 2 2
"chr1_75235929" 15 23 24
"chr1_75263715" 1 1 1
"chr1_75266349" 4 5 6
"chr1_75275667" 14 17 17
"chr1_75281273" 15 18 19
"chr1_75286300" 1 1 1
"chr1_75294680" 1 1 3
"chr1_75298631" 1 1 1
"chr1_75313153" 4 6 5
"chr1_75382172" 7 8 7
"chr1_75384916" 17 27 31
"chr1_75389050" 30 41 46
"chr1_75406199" 2 3 2
"chr1_75440013" 29 36 34
"chr1_75475409" 2 3 5
"chr1_75478963" 3 4 4
"chr1_75502892" 53 69 72
"chr1_75504668" 5 6 7
"chr1_75526308" 1 1 1
"chr1_75540934" 1 1 1
"chr1_75547804" 3 4 8
"chr1_75608261" 2 2 2
"chr1_75610351" 3 4 5
"chr1_75614033" 7 11 12
"chr1_75619454" 6 8 6
"chr1_75621248" 2 3 3
"chr1_75624358" 3 4 7
"chr1_75626090" 1 1 1
"chr1_75629956" 7 10 8
"chr1_75633615" 31 44 40
"chr1_75635379" 42 62 63
"chr1_75637121" 31 39 39
"chr1_75640578" 5 6 7
"chr1_75642169" 6 7 9
"chr1_75643654" 3 4 4
"chr1_75646277" 1 1 1
"chr1_75651415" 3 4 3
"chr1_75654117" 25 36 37
"chr1_75657884" 1 1 2
"chr1_75659718" 1 1 1
"chr1_75661882" 14 19 19
"chr1_75669921" 7 11 8
"chr1_75699766" 7 11 17
"chr1_75742086" 4 7 5
"chr1_75750255" 2 4 4
"chr1_75756315" 8 11 12
"chr1_75760385" 19 33 24
"chr1_75767875" 6 8 9
"chr1_75771397" 2 3 4
"chr1_75780713" 1 1 1
"chr1_75795867" 4 7 5
"chr1_75855484" 9 14 12
"chr1_76017714" 7 11 12
"chr1_76029506" 15 26 28
"chr1_76059819" 1 2 3
"chr1_76081974" 30 58 66
"chr1_76113029" 20 26 25
"chr1_76114937" 4 5 7
"chr1_76116850" 4 5 6
"chr1_76133570" 3 4 3
"chr1_76136412" 25 29 30
"chr1_76137880" 37 47 47
"chr1_76150277" 5 10 15
"chr1_76152675" 3 3 3
"chr1_76154781" 4 5 7
"chr1_76159194" 9 12 14
"chr1_76168270" 2 2 2
"chr1_76182514" 17 25 20
"chr1_76185028" 2 2 3
"chr1_76195466" 3 4 4
"chr1_76201214" 27 32 33
"chr1_76205470" 4 5 4
"chr1_76208990" 2 3 2
"chr1_76223704" 3 4 4
"chr1_76228587" 13 19 19
"chr1_76233359" 13 19 18
"chr1_76240507" 39 47 47
"chr1_76249237" 2 3 2
"chr1_76264346" 14 16 18
"chr1_76268516" 44 56 57
"chr1_76280995" 1 1 1
"chr1_76285756" 4 5 6
"chr1_76351681" 28 35 33
"chr1_76368745" 34 39 39
"chr1_76373559" 2 2 3
"chr1_76378991" 3 3 3
"chr1_76386519" 2 2 2
"chr1_76390511" 10 12 14
"chr1_76393673" 2 2 3
"chr1_76398338" 40 47 45
"chr1_76401626" 3 5 7
"chr1_76405402" 2 3 2
"chr1_76407759" 1 2 2
"chr1_76473745" 1 2 5
"chr1_76496084" 12 25 24
"chr1_76513182" 1 1 3
"chr1_76514728" 2 3 3
"chr1_76522133" 13 20 23
"chr1_76527360" 1 1 1
"chr1_76528614" 1 2 2
"chr1_76530793" 3 4 6
"chr1_76539711" 3 4 5
"chr1_76547096" 1 2 3
"chr1_76550629" 1 1 2
"chr1_76568544" 1 2 2
"chr1_76570099" 8 10 11
"chr1_76571722" 3 6 7
"chr1_76573686" 3 6 11
"chr1_76585083" 6 10 12
"chr1_76587185" 6 9 7
"chr1_76590134" 7 13 12
"chr1_76591555" 4 6 4
"chr1_76593512" 13 20 22
"chr1_76596399" 6 11 12
"chr1_76635548" 5 8 6
"chr1_76641237" 2 3 3
"chr1_76643400" 7 10 11
"chr1_76648315" 26 42 41
"chr1_76710094" 2 3 3
"chr1_76719466" 2 3 3
"chr1_76735295" 2 3 5
"chr1_76737839" 18 38 33
"chr1_76740163" 3 5 10
"chr1_76743026" 3 5 3
"chr1_76760882" 2 3 2
"chr1_76762167" 5 9 5
"chr1_76768067" 1 2 2
"chr1_76769655" 27 48 39
"chr1_76785206" 31 61 72
"chr1_76833388" 2 3 2
"chr1_76835227" 1 2 1
"chr1_76840232" 27 32 32
"chr1_76847765" 4 5 7
"chr1_76852909" 30 45 49
"chr1_76856221" 39 45 41
"chr1_76868341" 9 11 11
"chr1_76873850" 6 8 9
"chr1_76911638" 16 23 25
"chr1_76986736" 3 5 4
"chr1_77024267" 1 2 3
"chr1_77029106" 29 49 55
"chr1_77040063" 1 2 2
"chr1_77075855" 2 3 2
"chr1_77079925" 11 17 17
"chr1_77104846" 1 2 2
"chr1_77113008" 6 6 6
"chr1_77114164" 2 3 2
"chr1_77115661" 3 3 4
"chr1_77117282" 9 11 12
"chr1_77126436" 2 3 2
"chr1_77128392" 10 15 17
"chr1_77133957" 2 3 2
"chr1_77135365" 7 12 14
"chr1_77142315" 7 8 8
"chr1_77144160" 1 2 1
"chr1_77145949" 3 4 6
"chr1_77147317" 12 14 14
"chr1_77148455" 8 10 8
"chr1_77149720" 5 6 6
"chr1_77151193" 1 1 3
"chr1_77152943" 2 2 3
"chr1_77165487" 9 13 13
"chr1_77167366" 1 2 4
"chr1_77171904" 1 2 4
"chr1_77174364" 7 13 13
"chr1_77176450" 6 10 15
"chr1_77179479" 1 2 2
"chr1_77185254" 3 5 3
"chr1_77187572" 1 2 2
"chr1_77196994" 5 8 8
"chr1_77198692" 11 16 15
"chr1_77224911" 2 3 3
"chr1_77234139" 3 4 7
"chr1_77238677" 2 2 3
"chr1_77251884" 3 3 3
"chr1_77258415" 4 5 6
"chr1_77262938" 3 4 3
"chr1_77264328" 5 7 7
"chr1_77266602" 4 5 5
"chr1_77305902" 9 11 10
"chr1_77307898" 2 3 6
"chr1_77315204" 40 52 51
"chr1_77331972" 2 3 2
"chr1_77341537" 3 3 3
"chr1_77357258" 1 1 1
"chr1_77371366" 1 2 3
"chr1_77376452" 10 19 18
"chr1_77383383" 1 1 1
"chr1_77386016" 4 5 4
"chr1_77389654" 21 29 27
"chr1_77400201" 1 1 1
"chr1_77423691" 1 1 1
"chr1_77426455" 1 2 5
"chr1_77443956" 3 4 3
"chr1_77445593" 3 4 3
"chr1_77447286" 1 2 6
"chr1_77455662" 2 3 3
"chr1_77460626" 5 7 7
"chr1_77463003" 1 1 3
"chr1_77464284" 11 13 13
"chr1_77465857" 2 3 3
"chr1_77467143" 20 27 26
"chr1_77470882" 1 1 1
"chr1_77476777" 5 6 8
"chr1_77488286" 4 6 5
"chr1_77489625" 3 4 3
"chr1_77501574" 1 1 1
"chr1_77504083" 1 1 2
"chr1_77513236" 15 19 24
"chr1_77515488" 3 3 5
"chr1_77522117" 1 1 1
"chr1_77528341" 21 26 26
"chr1_77538807" 14 22 19
"chr1_77557720" 13 16 16
"chr1_77560703" 1 1 2
"chr1_77563875" 6 8 9
"chr1_77566053" 1 1 1
"chr1_77572042" 1 1 2
"chr1_77573803" 52 70 66
"chr1_77589189" 3 4 3
"chr1_77625046" 1 2 3
"chr1_77651613" 59 70 72
"chr1_77654801" 50 70 67
"chr1_77657279" 1 1 1
"chr1_77668863" 1 1 2
"chr1_77670591" 1 1 1
"chr1_77672213" 1 1 1
"chr1_77680564" 3 6 5
"chr1_77684486" 1 1 1
"chr1_77691505" 1 1 1
"chr1_77695602" 23 26 23
"chr1_77704295" 8 9 8
"chr1_77745895" 2 3 3
"chr1_77756593" 3 4 3
"chr1_77758428" 55 73 72
"chr1_77760454" 2 3 3
"chr1_77770871" 4 8 6
"chr1_77774821" 5 7 6
"chr1_77778730" 1 2 1
"chr1_77782601" 3 5 3
"chr1_77785035" 1 2 2
"chr1_77787411" 9 12 15
"chr1_77788973" 10 13 12
"chr1_77791223" 14 17 18
"chr1_77793318" 4 5 5
"chr1_77797586" 4 6 6
"chr1_77800803" 3 4 4
"chr1_77803924" 5 6 7
"chr1_77807566" 5 6 5
"chr1_77810439" 4 5 5
"chr1_77841193" 4 5 4
"chr1_77848151" 4 5 6
"chr1_77856671" 2 3 3
"chr1_77862665" 1 1 3
"chr1_77867133" 2 2 2
"chr1_77869541" 4 7 5
"chr1_77874128" 34 36 36
"chr1_77876437" 1 1 1
"chr1_77880820" 9 14 12
"chr1_77920307" 6 8 7
"chr1_77924072" 7 9 13
"chr1_77927823" 5 8 7
"chr1_77932766" 6 7 7
"chr1_77949346" 48 62 65
"chr1_77962479" 22 34 32
"chr1_77972494" 6 9 9
"chr1_77979881" 1 1 2
"chr1_77983421" 5 6 5
"chr1_77993339" 28 48 49
"chr1_77997520" 31 46 50
"chr1_78011129" 3 4 3
"chr1_78014306" 8 14 15
"chr1_78017522" 5 7 8
"chr1_78036120" 8 9 9
"chr1_78039898" 12 21 29
"chr1_78045073" 5 6 7
"chr1_78055718" 15 23 28
"chr1_78075974" 1 2 3
"chr1_78095829" 4 6 6
"chr1_78098852" 5 6 6
"chr1_78101897" 18 22 26
"chr1_78104910" 7 8 7
"chr1_78109789" 2 3 2
"chr1_78115747" 6 8 10
"chr1_78121329" 3 4 3
"chr1_78126575" 2 4 5
"chr1_78137147" 1 2 1
"chr1_78140337" 15 19 16
"chr1_78147804" 5 5 5
"chr1_78169786" 1 1 1
"chr1_78175757" 4 6 4
"chr1_78193314" 1 1 1
"chr1_78197600" 13 16 17
"chr1_78201132" 5 6 5
"chr1_78214057" 6 7 10
"chr1_78221323" 1 1 1
"chr1_78236347" 1 1 2
"chr1_78238909" 11 17 18
"chr1_78257930" 1 1 3
"chr1_78261472" 15 18 17
"chr1_78270262" 24 33 31
"chr1_78275270" 2 3 3
"chr1_78279201" 1 2 1
"chr1_78286142" 2 3 3
"chr1_78301001" 6 7 6
"chr1_78306341" 44 67 69
"chr1_78317838" 14 28 35
"chr1_78328867" 2 2 2
"chr1_78333407" 2 3 3
"chr1_78338262" 46 65 62
"chr1_78342872" 15 24 20
"chr1_78346207" 48 68 67
"chr1_78350522" 3 4 3
"chr1_78354743" 1 1 3
"chr1_78358347" 36 48 46
"chr1_78365461" 1 1 1
"chr1_78369147" 1 2 3
"chr1_78372468" 4 6 5
"chr1_78378054" 1 1 2
"chr1_78380699" 6 10 15
"chr1_78443741" 2 3 2
"chr1_78445522" 8 12 12
"chr1_78447168" 5 7 6
"chr1_78449811" 1 1 6
"chr1_78452226" 8 10 12
"chr1_78453545" 1 1 1
"chr1_78455820" 1 1 1
"chr1_78458764" 5 6 5
"chr1_78468579" 16 19 18
"chr1_78470010" 1 1 1
"chr1_78471492" 5 8 5
"chr1_78473425" 1 1 1
"chr1_78476898" 8 9 9
"chr1_78488545" 3 4 6
"chr1_78496735" 5 9 7
"chr1_78498425" 55 64 62
"chr1_78505727" 1 1 2
"chr1_78508891" 9 15 19
"chr1_78515695" 1 2 1
"chr1_78527508" 19 25 25
"chr1_78546612" 1 1 1
"chr1_78548975" 23 33 31
"chr1_78554783" 1 1 2
"chr1_78556743" 6 8 8
"chr1_78558344" 5 7 5
"chr1_78560247" 4 5 6
"chr1_78564708" 1 1 1
"chr1_78572897" 2 3 3
"chr1_78590686" 50 64 66
"chr1_78607191" 3 5 8
"chr1_78626038" 10 16 19
"chr1_78628112" 1 1 3
"chr1_78629695" 2 2 3
"chr1_78641388" 1 2 6
"chr1_78656587" 2 2 2
"chr1_78659165" 7 11 8
"chr1_78661417" 63 72 72
"chr1_78663255" 11 18 16
"chr1_78676477" 4 5 4
"chr1_78678036" 52 67 61
"chr1_78679495" 1 1 1
"chr1_78687618" 1 1 2
"chr1_78689598" 4 5 4
"chr1_78691496" 4 7 5
"chr1_78701733" 7 8 8
"chr1_78713404" 3 4 4
"chr1_78718232" 9 13 11
"chr1_78719373" 5 7 8
"chr1_78720604" 2 3 3
"chr1_78726511" 1 1 1
"chr1_78741309" 4 6 5
"chr1_78742728" 2 3 3
"chr1_78744078" 10 14 12
"chr1_78745478" 6 8 9
"chr1_78746881" 1 1 1
"chr1_78748647" 1 2 1
"chr1_78752624" 3 4 6
"chr1_78754054" 8 12 13
"chr1_78767475" 4 5 4
"chr1_78770364" 3 4 3
"chr1_78797584" 1 2 1
"chr1_78799789" 1 1 1
"chr1_78801414" 4 6 5
"chr1_78809597" 7 12 15
"chr1_78811519" 10 12 11
"chr1_78814110" 13 18 16
"chr1_78815541" 3 3 4
"chr1_78817095" 2 4 3
"chr1_78818642" 1 1 2
"chr1_78855715" 2 3 4
"chr1_78860219" 5 10 15
"chr1_78867966" 1 2 3
"chr1_78871030" 12 16 16
"chr1_78872322" 2 3 3
"chr1_78874932" 1 2 2
"chr1_78876309" 1 2 1
"chr1_78882308" 3 5 6
"chr1_78884020" 14 17 16
"chr1_78885282" 13 17 17
"chr1_78886625" 28 31 30
"chr1_78891323" 9 11 9
"chr1_78893741" 1 1 1
"chr1_78896132" 2 2 2
"chr1_78897969" 2 3 3
"chr1_78900957" 7 14 16
"chr1_78923975" 35 66 57
"chr1_78927189" 13 16 14
"chr1_78928698" 2 2 2
"chr1_78930657" 43 65 63
"chr1_78947894" 2 3 2
"chr1_78949709" 3 4 3
"chr1_78962398" 3 4 5
"chr1_78963253" 11 15 16
"chr1_78968544" 58 72 72
"chr1_78970984" 44 64 57
"chr1_78974121" 5 8 9
"chr1_78986472" 3 5 6
"chr1_78992452" 50 69 68
"chr1_79008772" 5 7 6
"chr1_79016225" 19 23 23
"chr1_79021081" 18 25 20
"chr1_79022973" 1 1 1
"chr1_79062402" 5 6 6
"chr1_79068485" 5 8 11
"chr1_79073815" 8 9 9
"chr1_79076060" 10 17 21
"chr1_79078850" 5 6 5
"chr1_79082241" 4 8 6
"chr1_79088706" 4 5 7
"chr1_79090930" 8 9 8
"chr1_79093907" 2 2 2
"chr1_79098199" 7 10 13
"chr1_79101270" 1 1 1
"chr1_79105195" 56 68 67
"chr1_79107731" 11 14 16
"chr1_79114510" 11 12 11
"chr1_79120836" 7 8 7
"chr1_79255622" 6 9 10
"chr1_79283615" 1 2 2
"chr1_79285849" 10 14 13
"chr1_79292621" 3 5 8
"chr1_79298522" 16 22 25
"chr1_79326815" 27 35 34
"chr1_79335989" 32 38 36
"chr1_79344981" 1 1 1
"chr1_79349237" 10 19 22
"chr1_79351515" 9 10 10
"chr1_79356158" 1 2 2
"chr1_79359721" 37 42 42
"chr1_79368820" 1 1 2
"chr1_79391999" 5 6 5
"chr1_79401660" 1 1 1
"chr1_79475431" 1 1 1
"chr1_79478961" 24 28 32
"chr1_79481642" 19 27 32
"chr1_79492783" 6 9 10
"chr1_79530268" 1 1 1
"chr1_79561514" 2 3 4
"chr1_79582984" 2 2 2
"chr1_79589336" 2 3 3
"chr1_79602864" 7 13 16
"chr1_79606236" 1 1 1
"chr1_79608450" 1 1 1
"chr1_79610547" 20 25 25
"chr1_79612751" 1 2 1
"chr1_79618225" 1 1 2
"chr1_79620417" 1 1 1
"chr1_79628959" 7 10 9
"chr1_79635749" 1 1 1
"chr1_79641113" 17 20 21
"chr1_79645599" 11 13 15
"chr1_79657285" 1 2 3
"chr1_79661591" 10 13 13
"chr1_79665122" 1 1 1
"chr1_79673947" 8 10 11
"chr1_79681296" 1 1 1
"chr1_79684864" 19 26 23
"chr1_79696164" 2 4 2
"chr1_79703561" 1 1 1
"chr1_79706910" 31 39 37
"chr1_79710844" 2 3 3
"chr1_79714963" 18 21 21
"chr1_79717534" 21 28 28
"chr1_79720133" 3 5 11
"chr1_79730687" 1 1 1
"chr1_79738830" 7 11 12
"chr1_79742571" 1 1 1
"chr1_79750373" 20 27 26
"chr1_79753164" 19 27 28
"chr1_79768743" 1 1 3
"chr1_79772752" 2 3 3
"chr1_79777260" 4 5 6
"chr1_79784179" 1 1 1
"chr1_79787086" 1 1 2
"chr1_79794659" 1 1 1
"chr1_79798949" 1 2 3
"chr1_79851605" 3 4 6
"chr1_79855543" 4 5 6
"chr1_79863344" 5 7 8
"chr1_79887857" 3 4 4
"chr1_79895400" 3 4 3
"chr1_79912973" 1 1 1
"chr1_79916816" 6 7 6
"chr1_79928513" 1 2 1
"chr1_79943574" 1 2 5
"chr1_79953844" 5 6 7
"chr1_79959042" 1 1 6
"chr1_79964420" 1 1 3
"chr1_79989178" 7 9 10
"chr1_79992615" 2 2 2
"chr1_79996595" 1 1 1
"chr1_80003483" 7 8 7
"chr1_80026319" 10 15 16
"chr1_80031347" 11 13 13
"chr1_80082454" 2 3 3
"chr1_80100172" 15 17 17
"chr1_80106744" 1 1 1
"chr1_80135433" 9 12 12
"chr1_80163331" 11 15 17
"chr1_80167188" 11 17 16
"chr1_80210739" 2 2 2
"chr1_80226547" 8 13 12
"chr1_80231424" 3 4 3
"chr1_80235765" 6 9 6
"chr1_80266566" 1 1 1
"chr1_80281443" 5 6 7
"chr1_80287211" 26 30 29
"chr1_80291365" 6 7 7
"chr1_80295566" 2 2 2
"chr1_80298833" 4 5 5
"chr1_80306825" 18 21 23
"chr1_80311536" 2 2 4
"chr1_80333084" 11 13 11
"chr1_80337246" 1 1 1
"chr1_80342953" 2 3 2
"chr1_80379170" 12 14 13
"chr1_80396912" 8 10 12
"chr1_80426791" 2 2 4
"chr1_80432410" 13 16 15
"chr1_80441600" 3 4 4
"chr1_80448279" 3 4 4
"chr1_80465219" 1 1 1
"chr1_80480016" 47 69 67
"chr1_80487055" 4 5 4
"chr1_80492569" 9 15 17
"chr1_80525557" 2 3 4
"chr1_80530260" 27 40 49
"chr1_80537552" 6 7 6
"chr1_80542706" 7 10 10
"chr1_80547307" 1 2 2
"chr1_80553951" 5 6 8
"chr1_80562891" 1 1 1
"chr1_80566392" 4 8 14
"chr1_80582079" 5 6 5
"chr1_80587446" 21 25 26
"chr1_80591964" 8 10 10
"chr1_80597024" 1 1 1
"chr1_80602038" 1 1 2
"chr1_80605682" 2 2 2
"chr1_80610325" 6 8 6
"chr1_80614567" 18 20 20
"chr1_80622716" 1 1 1
"chr1_80647586" 6 9 10
"chr1_80650432" 4 4 4
"chr1_80677437" 7 10 14
"chr1_80680456" 2 3 6
"chr1_80684999" 12 15 13
